"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM02C2","Average Minimum Temperature","198412","1984M12","011","Malin head","Degrees C","4.5"
"MTM02C2","Average Minimum Temperature","198412","1984M12","012","Mullingar","Degrees C","2.2"
"MTM02C2","Average Minimum Temperature","198412","1984M12","013","Roches Point","Degrees C","5.3"
"MTM02C2","Average Minimum Temperature","198412","1984M12","014","Rosslare","Degrees C","4.7"
"MTM02C2","Average Minimum Temperature","198412","1984M12","015","Shannon airport","Degrees C","4.2"
"MTM02C2","Average Minimum Temperature","198501","1985M01","001","Belmullet","Degrees C","-0.9"
"MTM02C2","Average Minimum Temperature","198501","1985M01","002","Birr","Degrees C","-2.2"
"MTM02C2","Average Minimum Temperature","198501","1985M01","003","Valentia Observatory","Degrees C","1.7"
"MTM02C2","Average Minimum Temperature","198501","1985M01","004","Casement","Degrees C","-0.8"
"MTM02C2","Average Minimum Temperature","198501","1985M01","005","Claremorris","Degrees C","-2.8"
"MTM02C2","Average Minimum Temperature","198501","1985M01","006","Clones","Degrees C","-2.4"
"MTM02C2","Average Minimum Temperature","198501","1985M01","007","Cork airport","Degrees C","0"
"MTM02C2","Average Minimum Temperature","198501","1985M01","008","Dublin airport","Degrees C","0.2"
"MTM02C2","Average Minimum Temperature","198501","1985M01","009","Galway","Degrees C","-1.2"
"MTM02C2","Average Minimum Temperature","198501","1985M01","010","Kilkenny","Degrees C","-1.7"
"MTM02C2","Average Minimum Temperature","198501","1985M01","011","Malin head","Degrees C","0.7"
"MTM02C2","Average Minimum Temperature","198501","1985M01","012","Mullingar","Degrees C","-1.9"
"MTM02C2","Average Minimum Temperature","198501","1985M01","013","Roches Point","Degrees C","1.7"
"MTM02C2","Average Minimum Temperature","198501","1985M01","014","Rosslare","Degrees C","2.2"
"MTM02C2","Average Minimum Temperature","198501","1985M01","015","Shannon airport","Degrees C","-0.7"
"MTM02C2","Average Minimum Temperature","198502","1985M02","001","Belmullet","Degrees C","2.6"
"MTM02C2","Average Minimum Temperature","198502","1985M02","002","Birr","Degrees C","2.4"
"MTM02C2","Average Minimum Temperature","198502","1985M02","003","Valentia Observatory","Degrees C","5.7"
"MTM02C2","Average Minimum Temperature","198502","1985M02","004","Casement","Degrees C","2"
"MTM02C2","Average Minimum Temperature","198502","1985M02","005","Claremorris","Degrees C","1.8"
"MTM02C2","Average Minimum Temperature","198502","1985M02","006","Clones","Degrees C","1.4"
"MTM02C2","Average Minimum Temperature","198502","1985M02","007","Cork airport","Degrees C","3.8"
"MTM02C2","Average Minimum Temperature","198502","1985M02","008","Dublin airport","Degrees C","2.6"
"MTM02C2","Average Minimum Temperature","198502","1985M02","009","Galway","Degrees C","2.8"
"MTM02C2","Average Minimum Temperature","198502","1985M02","010","Kilkenny","Degrees C","2.3"
"MTM02C2","Average Minimum Temperature","198502","1985M02","011","Malin head","Degrees C","2.8"
"MTM02C2","Average Minimum Temperature","198502","1985M02","012","Mullingar","Degrees C","1.1"
"MTM02C2","Average Minimum Temperature","198502","1985M02","013","Roches Point","Degrees C","5.3"
"MTM02C2","Average Minimum Temperature","198502","1985M02","014","Rosslare","Degrees C","4.1"
"MTM02C2","Average Minimum Temperature","198502","1985M02","015","Shannon airport","Degrees C","3.6"
"MTM02C2","Average Minimum Temperature","198503","1985M03","001","Belmullet","Degrees C","3.3"
"MTM02C2","Average Minimum Temperature","198503","1985M03","002","Birr","Degrees C","1.7"
"MTM02C2","Average Minimum Temperature","198503","1985M03","003","Valentia Observatory","Degrees C","4.1"
"MTM02C2","Average Minimum Temperature","198503","1985M03","004","Casement","Degrees C","1.6"
"MTM02C2","Average Minimum Temperature","198503","1985M03","005","Claremorris","Degrees C","1.5"
"MTM02C2","Average Minimum Temperature","198503","1985M03","006","Clones","Degrees C","1.4"
"MTM02C2","Average Minimum Temperature","198503","1985M03","007","Cork airport","Degrees C","2.7"
"MTM02C2","Average Minimum Temperature","198503","1985M03","008","Dublin airport","Degrees C","2.4"
"MTM02C2","Average Minimum Temperature","198503","1985M03","009","Galway","Degrees C","2.8"
"MTM02C2","Average Minimum Temperature","198503","1985M03","010","Kilkenny","Degrees C","1.5"
"MTM02C2","Average Minimum Temperature","198503","1985M03","011","Malin head","Degrees C","3.4"
"MTM02C2","Average Minimum Temperature","198503","1985M03","012","Mullingar","Degrees C","1.2"
"MTM02C2","Average Minimum Temperature","198503","1985M03","013","Roches Point","Degrees C","4.2"
"MTM02C2","Average Minimum Temperature","198503","1985M03","014","Rosslare","Degrees C","3.7"
"MTM02C2","Average Minimum Temperature","198503","1985M03","015","Shannon airport","Degrees C","3.4"
"MTM02C2","Average Minimum Temperature","198504","1985M04","001","Belmullet","Degrees C","5.7"
"MTM02C2","Average Minimum Temperature","198504","1985M04","002","Birr","Degrees C","5.1"
"MTM02C2","Average Minimum Temperature","198504","1985M04","003","Valentia Observatory","Degrees C","7.1"
"MTM02C2","Average Minimum Temperature","198504","1985M04","004","Casement","Degrees C","4.6"
"MTM02C2","Average Minimum Temperature","198504","1985M04","005","Claremorris","Degrees C","4.6"
"MTM02C2","Average Minimum Temperature","198504","1985M04","006","Clones","Degrees C","4.6"
"MTM02C2","Average Minimum Temperature","198504","1985M04","007","Cork airport","Degrees C","5.4"
"MTM02C2","Average Minimum Temperature","198504","1985M04","008","Dublin airport","Degrees C","5.3"
"MTM02C2","Average Minimum Temperature","198504","1985M04","009","Galway","Degrees C","5.8"
"MTM02C2","Average Minimum Temperature","198504","1985M04","010","Kilkenny","Degrees C","5.1"
"MTM02C2","Average Minimum Temperature","198504","1985M04","011","Malin head","Degrees C","5.5"
"MTM02C2","Average Minimum Temperature","198504","1985M04","012","Mullingar","Degrees C","4.7"
"MTM02C2","Average Minimum Temperature","198504","1985M04","013","Roches Point","Degrees C","6.6"
"MTM02C2","Average Minimum Temperature","198504","1985M04","014","Rosslare","Degrees C","6.4"
"MTM02C2","Average Minimum Temperature","198504","1985M04","015","Shannon airport","Degrees C","6.6"
"MTM02C2","Average Minimum Temperature","198505","1985M05","001","Belmullet","Degrees C","6.2"
"MTM02C2","Average Minimum Temperature","198505","1985M05","002","Birr","Degrees C","6.2"
"MTM02C2","Average Minimum Temperature","198505","1985M05","003","Valentia Observatory","Degrees C","7.4"
"MTM02C2","Average Minimum Temperature","198505","1985M05","004","Casement","Degrees C","6.4"
"MTM02C2","Average Minimum Temperature","198505","1985M05","005","Claremorris","Degrees C","5.5"
"MTM02C2","Average Minimum Temperature","198505","1985M05","006","Clones","Degrees C","6"
"MTM02C2","Average Minimum Temperature","198505","1985M05","007","Cork airport","Degrees C","6.6"
"MTM02C2","Average Minimum Temperature","198505","1985M05","008","Dublin airport","Degrees C","6.9"
"MTM02C2","Average Minimum Temperature","198505","1985M05","009","Galway","Degrees C","7.1"
"MTM02C2","Average Minimum Temperature","198505","1985M05","010","Kilkenny","Degrees C","6.2"
"MTM02C2","Average Minimum Temperature","198505","1985M05","011","Malin head","Degrees C","7"
"MTM02C2","Average Minimum Temperature","198505","1985M05","012","Mullingar","Degrees C","6"
"MTM02C2","Average Minimum Temperature","198505","1985M05","013","Roches Point","Degrees C","7.7"
"MTM02C2","Average Minimum Temperature","198505","1985M05","014","Rosslare","Degrees C","8.3"
"MTM02C2","Average Minimum Temperature","198505","1985M05","015","Shannon airport","Degrees C","7.7"
"MTM02C2","Average Minimum Temperature","198506","1985M06","001","Belmullet","Degrees C","8.9"
"MTM02C2","Average Minimum Temperature","198506","1985M06","002","Birr","Degrees C","7.8"
"MTM02C2","Average Minimum Temperature","198506","1985M06","003","Valentia Observatory","Degrees C","9.6"
"MTM02C2","Average Minimum Temperature","198506","1985M06","004","Casement","Degrees C","7.6"
"MTM02C2","Average Minimum Temperature","198506","1985M06","005","Claremorris","Degrees C","7.5"
"MTM02C2","Average Minimum Temperature","198506","1985M06","006","Clones","Degrees C","7.6"
"MTM02C2","Average Minimum Temperature","198506","1985M06","007","Cork airport","Degrees C","8.6"
"MTM02C2","Average Minimum Temperature","198506","1985M06","008","Dublin airport","Degrees C","8.4"
"MTM02C2","Average Minimum Temperature","198506","1985M06","009","Galway","Degrees C","8.9"
"MTM02C2","Average Minimum Temperature","198506","1985M06","010","Kilkenny","Degrees C","7.4"
"MTM02C2","Average Minimum Temperature","198506","1985M06","011","Malin head","Degrees C","8.9"
"MTM02C2","Average Minimum Temperature","198506","1985M06","012","Mullingar","Degrees C","7.5"
"MTM02C2","Average Minimum Temperature","198506","1985M06","013","Roches Point","Degrees C","9.6"
"MTM02C2","Average Minimum Temperature","198506","1985M06","014","Rosslare","Degrees C","9.8"
"MTM02C2","Average Minimum Temperature","198506","1985M06","015","Shannon airport","Degrees C","9.3"
"MTM02C2","Average Minimum Temperature","198507","1985M07","001","Belmullet","Degrees C","11.4"
"MTM02C2","Average Minimum Temperature","198507","1985M07","002","Birr","Degrees C","11.2"
"MTM02C2","Average Minimum Temperature","198507","1985M07","003","Valentia Observatory","Degrees C","12.2"
"MTM02C2","Average Minimum Temperature","198507","1985M07","004","Casement","Degrees C","11.1"
"MTM02C2","Average Minimum Temperature","198507","1985M07","005","Claremorris","Degrees C","10.7"
"MTM02C2","Average Minimum Temperature","198507","1985M07","006","Clones","Degrees C","11"
"MTM02C2","Average Minimum Temperature","198507","1985M07","007","Cork airport","Degrees C","11.2"
"MTM02C2","Average Minimum Temperature","198507","1985M07","008","Dublin airport","Degrees C","11.6"
"MTM02C2","Average Minimum Temperature","198507","1985M07","009","Galway","Degrees C","12.1"
"MTM02C2","Average Minimum Temperature","198507","1985M07","010","Kilkenny","Degrees C","11.1"
"MTM02C2","Average Minimum Temperature","198507","1985M07","011","Malin head","Degrees C","11.6"
"MTM02C2","Average Minimum Temperature","198507","1985M07","012","Mullingar","Degrees C","10.7"
"MTM02C2","Average Minimum Temperature","198507","1985M07","013","Roches Point","Degrees C","11.7"
"MTM02C2","Average Minimum Temperature","198507","1985M07","014","Rosslare","Degrees C","11.8"
"MTM02C2","Average Minimum Temperature","198507","1985M07","015","Shannon airport","Degrees C","12.3"
"MTM02C2","Average Minimum Temperature","198508","1985M08","001","Belmullet","Degrees C","10.3"
"MTM02C2","Average Minimum Temperature","198508","1985M08","002","Birr","Degrees C","10.2"
"MTM02C2","Average Minimum Temperature","198508","1985M08","003","Valentia Observatory","Degrees C","11.3"
"MTM02C2","Average Minimum Temperature","198508","1985M08","004","Casement","Degrees C","9.9"
"MTM02C2","Average Minimum Temperature","198508","1985M08","005","Claremorris","Degrees C","9.6"
"MTM02C2","Average Minimum Temperature","198508","1985M08","006","Clones","Degrees C","9.7"
"MTM02C2","Average Minimum Temperature","198508","1985M08","007","Cork airport","Degrees C","10.1"
"MTM02C2","Average Minimum Temperature","198508","1985M08","008","Dublin airport","Degrees C","10.3"
"MTM02C2","Average Minimum Temperature","198508","1985M08","009","Galway","Degrees C","11"
"MTM02C2","Average Minimum Temperature","198508","1985M08","010","Kilkenny","Degrees C","9.7"
"MTM02C2","Average Minimum Temperature","198508","1985M08","011","Malin head","Degrees C","10.9"
"MTM02C2","Average Minimum Temperature","198508","1985M08","012","Mullingar","Degrees C","9.6"
"MTM02C2","Average Minimum Temperature","198508","1985M08","013","Roches Point","Degrees C","10.9"
"MTM02C2","Average Minimum Temperature","198508","1985M08","014","Rosslare","Degrees C","11.2"
"MTM02C2","Average Minimum Temperature","198508","1985M08","015","Shannon airport","Degrees C","11.4"
"MTM02C2","Average Minimum Temperature","198509","1985M09","001","Belmullet","Degrees C","10.8"
"MTM02C2","Average Minimum Temperature","198509","1985M09","002","Birr","Degrees C","10.9"
"MTM02C2","Average Minimum Temperature","198509","1985M09","003","Valentia Observatory","Degrees C","11.8"
"MTM02C2","Average Minimum Temperature","198509","1985M09","004","Casement","Degrees C","10.5"
"MTM02C2","Average Minimum Temperature","198509","1985M09","005","Claremorris","Degrees C","10.3"
"MTM02C2","Average Minimum Temperature","198509","1985M09","006","Clones","Degrees C","10.3"
"MTM02C2","Average Minimum Temperature","198509","1985M09","007","Cork airport","Degrees C","11"
"MTM02C2","Average Minimum Temperature","198509","1985M09","008","Dublin airport","Degrees C","11.1"
"MTM02C2","Average Minimum Temperature","198509","1985M09","009","Galway","Degrees C","11.5"
"MTM02C2","Average Minimum Temperature","198509","1985M09","010","Kilkenny","Degrees C","10.7"
"MTM02C2","Average Minimum Temperature","198509","1985M09","011","Malin head","Degrees C","11.1"
"MTM02C2","Average Minimum Temperature","198509","1985M09","012","Mullingar","Degrees C","10.3"
"MTM02C2","Average Minimum Temperature","198509","1985M09","013","Roches Point","Degrees C","11.7"
"MTM02C2","Average Minimum Temperature","198509","1985M09","014","Rosslare","Degrees C","11.9"
"MTM02C2","Average Minimum Temperature","198509","1985M09","015","Shannon airport","Degrees C","12.1"
"MTM02C2","Average Minimum Temperature","198510","1985M10","001","Belmullet","Degrees C","7.8"
"MTM02C2","Average Minimum Temperature","198510","1985M10","002","Birr","Degrees C","7.3"
"MTM02C2","Average Minimum Temperature","198510","1985M10","003","Valentia Observatory","Degrees C","9"
"MTM02C2","Average Minimum Temperature","198510","1985M10","004","Casement","Degrees C","6.9"
"MTM02C2","Average Minimum Temperature","198510","1985M10","005","Claremorris","Degrees C","6.6"
"MTM02C2","Average Minimum Temperature","198510","1985M10","006","Clones","Degrees C","7.2"
"MTM02C2","Average Minimum Temperature","198510","1985M10","007","Cork airport","Degrees C","8.6"
"MTM02C2","Average Minimum Temperature","198510","1985M10","008","Dublin airport","Degrees C","8.3"
"MTM02C2","Average Minimum Temperature","198510","1985M10","009","Galway","Degrees C","8.1"
"MTM02C2","Average Minimum Temperature","198510","1985M10","010","Kilkenny","Degrees C","7.1"
"MTM02C2","Average Minimum Temperature","198510","1985M10","011","Malin head","Degrees C","8.7"
"MTM02C2","Average Minimum Temperature","198510","1985M10","012","Mullingar","Degrees C","6.9"
"MTM02C2","Average Minimum Temperature","198510","1985M10","013","Roches Point","Degrees C","9.9"
"MTM02C2","Average Minimum Temperature","198510","1985M10","014","Rosslare","Degrees C","10.7"
"MTM02C2","Average Minimum Temperature","198510","1985M10","015","Shannon airport","Degrees C","8.9"
"MTM02C2","Average Minimum Temperature","198511","1985M11","001","Belmullet","Degrees C","2.2"
"MTM02C2","Average Minimum Temperature","198511","1985M11","002","Birr","Degrees C","0.5"
"MTM02C2","Average Minimum Temperature","198511","1985M11","003","Valentia Observatory","Degrees C","3.6"
"MTM02C2","Average Minimum Temperature","198511","1985M11","004","Casement","Degrees C","0.9"
"MTM02C2","Average Minimum Temperature","198511","1985M11","005","Claremorris","Degrees C","0.5"
"MTM02C2","Average Minimum Temperature","198511","1985M11","006","Clones","Degrees C","0.5"
"MTM02C2","Average Minimum Temperature","198511","1985M11","007","Cork airport","Degrees C","2.1"
"MTM02C2","Average Minimum Temperature","198511","1985M11","008","Dublin airport","Degrees C","1.8"
"MTM02C2","Average Minimum Temperature","198511","1985M11","009","Galway","Degrees C","1.7"
"MTM02C2","Average Minimum Temperature","198511","1985M11","010","Kilkenny","Degrees C","0.8"
"MTM02C2","Average Minimum Temperature","198511","1985M11","011","Malin head","Degrees C","3.8"
"MTM02C2","Average Minimum Temperature","198511","1985M11","012","Mullingar","Degrees C","0.2"
"MTM02C2","Average Minimum Temperature","198511","1985M11","013","Roches Point","Degrees C","3.8"
"MTM02C2","Average Minimum Temperature","198511","1985M11","014","Rosslare","Degrees C","4"
"MTM02C2","Average Minimum Temperature","198511","1985M11","015","Shannon airport","Degrees C","1.9"
"MTM02C2","Average Minimum Temperature","198512","1985M12","001","Belmullet","Degrees C","4.8"
"MTM02C2","Average Minimum Temperature","198512","1985M12","002","Birr","Degrees C","3.8"
"MTM02C2","Average Minimum Temperature","198512","1985M12","003","Valentia Observatory","Degrees C","5.7"
"MTM02C2","Average Minimum Temperature","198512","1985M12","004","Casement","Degrees C","4.1"
"MTM02C2","Average Minimum Temperature","198512","1985M12","005","Claremorris","Degrees C","3.2"
"MTM02C2","Average Minimum Temperature","198512","1985M12","006","Clones","Degrees C","3.1"
"MTM02C2","Average Minimum Temperature","198512","1985M12","007","Cork airport","Degrees C","5"
"MTM02C2","Average Minimum Temperature","198512","1985M12","008","Dublin airport","Degrees C","4.4"
"MTM02C2","Average Minimum Temperature","198512","1985M12","009","Galway","Degrees C","4.4"
"MTM02C2","Average Minimum Temperature","198512","1985M12","010","Kilkenny","Degrees C","3.1"
"MTM02C2","Average Minimum Temperature","198512","1985M12","011","Malin head","Degrees C","4.9"
"MTM02C2","Average Minimum Temperature","198512","1985M12","012","Mullingar","Degrees C","2.8"
"MTM02C2","Average Minimum Temperature","198512","1985M12","013","Roches Point","Degrees C","6"
"MTM02C2","Average Minimum Temperature","198512","1985M12","014","Rosslare","Degrees C","6.1"
"MTM02C2","Average Minimum Temperature","198512","1985M12","015","Shannon airport","Degrees C","4.8"
"MTM02C2","Average Minimum Temperature","198601","1986M01","001","Belmullet","Degrees C","2.5"
"MTM02C2","Average Minimum Temperature","198601","1986M01","002","Birr","Degrees C","1.3"
"MTM02C2","Average Minimum Temperature","198601","1986M01","003","Valentia Observatory","Degrees C","4.2"
"MTM02C2","Average Minimum Temperature","198601","1986M01","004","Casement","Degrees C","1.1"
"MTM02C2","Average Minimum Temperature","198601","1986M01","005","Claremorris","Degrees C","0.9"
"MTM02C2","Average Minimum Temperature","198601","1986M01","006","Clones","Degrees C","0.8"
"MTM02C2","Average Minimum Temperature","198601","1986M01","007","Cork airport","Degrees C","2.1"
"MTM02C2","Average Minimum Temperature","198601","1986M01","008","Dublin airport","Degrees C","1.5"
"MTM02C2","Average Minimum Temperature","198601","1986M01","009","Galway","Degrees C","2.1"
"MTM02C2","Average Minimum Temperature","198601","1986M01","010","Kilkenny","Degrees C","1.2"
"MTM02C2","Average Minimum Temperature","198601","1986M01","011","Malin head","Degrees C","2.5"
"MTM02C2","Average Minimum Temperature","198601","1986M01","012","Mullingar","Degrees C","0.4"
"MTM02C2","Average Minimum Temperature","198601","1986M01","013","Roches Point","Degrees C","3.5"
"MTM02C2","Average Minimum Temperature","198601","1986M01","014","Rosslare","Degrees C","2.9"
"MTM02C2","Average Minimum Temperature","198601","1986M01","015","Shannon airport","Degrees C","2.5"
"MTM02C2","Average Minimum Temperature","198602","1986M02","001","Belmullet","Degrees C","-1"
"MTM02C2","Average Minimum Temperature","198602","1986M02","002","Birr","Degrees C","-1.5"
"MTM02C2","Average Minimum Temperature","198602","1986M02","003","Valentia Observatory","Degrees C","0.8"
"MTM02C2","Average Minimum Temperature","198602","1986M02","004","Casement","Degrees C","-0.9"
"MTM02C2","Average Minimum Temperature","198602","1986M02","005","Claremorris","Degrees C","-1.9"
"MTM02C2","Average Minimum Temperature","198602","1986M02","006","Clones","Degrees C","-1.4"
"MTM02C2","Average Minimum Temperature","198602","1986M02","007","Cork airport","Degrees C","-0.2"
"MTM02C2","Average Minimum Temperature","198602","1986M02","008","Dublin airport","Degrees C","0"
"MTM02C2","Average Minimum Temperature","198602","1986M02","009","Galway","Degrees C","-1.1"
"MTM02C2","Average Minimum Temperature","198602","1986M02","010","Kilkenny","Degrees C","-0.6"
"MTM02C2","Average Minimum Temperature","198602","1986M02","011","Malin head","Degrees C","0.7"
"MTM02C2","Average Minimum Temperature","198602","1986M02","012","Mullingar","Degrees C","-1.5"
"MTM02C2","Average Minimum Temperature","198602","1986M02","013","Roches Point","Degrees C","0.9"
"MTM02C2","Average Minimum Temperature","198602","1986M02","014","Rosslare","Degrees C","1.2"
"MTM02C2","Average Minimum Temperature","198602","1986M02","015","Shannon airport","Degrees C","-0.1"
"MTM02C2","Average Minimum Temperature","198603","1986M03","001","Belmullet","Degrees C","2.8"
"MTM02C2","Average Minimum Temperature","198603","1986M03","002","Birr","Degrees C","2.3"
"MTM02C2","Average Minimum Temperature","198603","1986M03","003","Valentia Observatory","Degrees C","4"
"MTM02C2","Average Minimum Temperature","198603","1986M03","004","Casement","Degrees C","2.2"
"MTM02C2","Average Minimum Temperature","198603","1986M03","005","Claremorris","Degrees C","1.9"
"MTM02C2","Average Minimum Temperature","198603","1986M03","006","Clones","Degrees C","1.8"
"MTM02C2","Average Minimum Temperature","198603","1986M03","007","Cork airport","Degrees C","2.4"
"MTM02C2","Average Minimum Temperature","198603","1986M03","008","Dublin airport","Degrees C","2.6"
"MTM02C2","Average Minimum Temperature","198603","1986M03","009","Galway","Degrees C","2.7"
"MTM02C2","Average Minimum Temperature","198603","1986M03","010","Kilkenny","Degrees C","1.9"
"MTM02C2","Average Minimum Temperature","198603","1986M03","011","Malin head","Degrees C","3"
"MTM02C2","Average Minimum Temperature","198603","1986M03","012","Mullingar","Degrees C","1.7"
"MTM02C2","Average Minimum Temperature","198603","1986M03","013","Roches Point","Degrees C","3.4"
"MTM02C2","Average Minimum Temperature","198603","1986M03","014","Rosslare","Degrees C","3.7"
"MTM02C2","Average Minimum Temperature","198603","1986M03","015","Shannon airport","Degrees C","3.2"
"MTM02C2","Average Minimum Temperature","198604","1986M04","001","Belmullet","Degrees C","2.6"
"MTM02C2","Average Minimum Temperature","198604","1986M04","002","Birr","Degrees C","1.3"
"MTM02C2","Average Minimum Temperature","198604","1986M04","003","Valentia Observatory","Degrees C","7.1"
"MTM02C2","Average Minimum Temperature","198604","1986M04","004","Casement","Degrees C","6.9"
"MTM02C2","Average Minimum Temperature","198604","1986M04","005","Claremorris","Degrees C","1.3"
"MTM02C2","Average Minimum Temperature","198604","1986M04","006","Clones","Degrees C","1.5"
"MTM02C2","Average Minimum Temperature","198604","1986M04","007","Cork airport","Degrees C","2"
"MTM02C2","Average Minimum Temperature","198604","1986M04","008","Dublin airport","Degrees C","7.1"
"MTM02C2","Average Minimum Temperature","198604","1986M04","009","Galway","Degrees C","2.7"
"MTM02C2","Average Minimum Temperature","198604","1986M04","010","Kilkenny","Degrees C","2.2"
"MTM02C2","Average Minimum Temperature","198604","1986M04","011","Malin head","Degrees C","7.6"
"MTM02C2","Average Minimum Temperature","198604","1986M04","012","Mullingar","Degrees C","6.4"
"MTM02C2","Average Minimum Temperature","198604","1986M04","013","Roches Point","Degrees C","3.2"
"MTM02C2","Average Minimum Temperature","198604","1986M04","014","Rosslare","Degrees C","3.8"
"MTM02C2","Average Minimum Temperature","198604","1986M04","015","Shannon airport","Degrees C","2.6"
"MTM02C2","Average Minimum Temperature","198605","1986M05","001","Belmullet","Degrees C","6.8"
"MTM02C2","Average Minimum Temperature","198605","1986M05","002","Birr","Degrees C","6.6"
"MTM02C2","Average Minimum Temperature","198605","1986M05","003","Valentia Observatory","Degrees C","7.5"
"MTM02C2","Average Minimum Temperature","198605","1986M05","004","Casement","Degrees C","6.5"
"MTM02C2","Average Minimum Temperature","198605","1986M05","005","Claremorris","Degrees C","6.2"
"MTM02C2","Average Minimum Temperature","198605","1986M05","006","Clones","Degrees C","6.4"
"MTM02C2","Average Minimum Temperature","198605","1986M05","007","Cork airport","Degrees C","6.5"
"MTM02C2","Average Minimum Temperature","198605","1986M05","008","Dublin airport","Degrees C","6.9"
"MTM02C2","Average Minimum Temperature","198605","1986M05","009","Galway","Degrees C","7.3"
"MTM02C2","Average Minimum Temperature","198605","1986M05","010","Kilkenny","Degrees C","6.3"
"MTM02C2","Average Minimum Temperature","198605","1986M05","011","Malin head","Degrees C","7.3"
"MTM02C2","Average Minimum Temperature","198605","1986M05","012","Mullingar","Degrees C","6.1"
"MTM02C2","Average Minimum Temperature","198605","1986M05","013","Roches Point","Degrees C","7.3"
"MTM02C2","Average Minimum Temperature","198605","1986M05","014","Rosslare","Degrees C","7.8"
"MTM02C2","Average Minimum Temperature","198605","1986M05","015","Shannon airport","Degrees C","7.8"
"MTM02C2","Average Minimum Temperature","198606","1986M06","001","Belmullet","Degrees C","9.6"
"MTM02C2","Average Minimum Temperature","198606","1986M06","002","Birr","Degrees C","9.9"
"MTM02C2","Average Minimum Temperature","198606","1986M06","003","Valentia Observatory","Degrees C","10.6"
"MTM02C2","Average Minimum Temperature","198606","1986M06","004","Casement","Degrees C","9.6"
"MTM02C2","Average Minimum Temperature","198606","1986M06","005","Claremorris","Degrees C","9.5"
"MTM02C2","Average Minimum Temperature","198606","1986M06","006","Clones","Degrees C","9.7"
"MTM02C2","Average Minimum Temperature","198606","1986M06","007","Cork airport","Degrees C","9.9"
"MTM02C2","Average Minimum Temperature","198606","1986M06","008","Dublin airport","Degrees C","10.1"
"MTM02C2","Average Minimum Temperature","198606","1986M06","009","Galway","Degrees C","10.4"
"MTM02C2","Average Minimum Temperature","198606","1986M06","010","Kilkenny","Degrees C","9.9"
"MTM02C2","Average Minimum Temperature","198606","1986M06","011","Malin head","Degrees C","9.9"
"MTM02C2","Average Minimum Temperature","198606","1986M06","012","Mullingar","Degrees C","9.4"
"MTM02C2","Average Minimum Temperature","198606","1986M06","013","Roches Point","Degrees C","10.5"
"MTM02C2","Average Minimum Temperature","198606","1986M06","014","Rosslare","Degrees C","10.6"
"MTM02C2","Average Minimum Temperature","198606","1986M06","015","Shannon airport","Degrees C","10.9"
"MTM02C2","Average Minimum Temperature","198607","1986M07","001","Belmullet","Degrees C","11.2"
"MTM02C2","Average Minimum Temperature","198607","1986M07","002","Birr","Degrees C","11.5"
"MTM02C2","Average Minimum Temperature","198607","1986M07","003","Valentia Observatory","Degrees C","12.6"
"MTM02C2","Average Minimum Temperature","198607","1986M07","004","Casement","Degrees C","11.3"
"MTM02C2","Average Minimum Temperature","198607","1986M07","005","Claremorris","Degrees C","11.2"
"MTM02C2","Average Minimum Temperature","198607","1986M07","006","Clones","Degrees C","11"
"MTM02C2","Average Minimum Temperature","198607","1986M07","007","Cork airport","Degrees C","11.7"
"MTM02C2","Average Minimum Temperature","198607","1986M07","008","Dublin airport","Degrees C","11.7"
"MTM02C2","Average Minimum Temperature","198607","1986M07","009","Galway","Degrees C","12"
"MTM02C2","Average Minimum Temperature","198607","1986M07","010","Kilkenny","Degrees C","11.4"
"MTM02C2","Average Minimum Temperature","198607","1986M07","011","Malin head","Degrees C","11.5"
"MTM02C2","Average Minimum Temperature","198607","1986M07","012","Mullingar","Degrees C","11.1"
"MTM02C2","Average Minimum Temperature","198607","1986M07","013","Roches Point","Degrees C","12.2"
"MTM02C2","Average Minimum Temperature","198607","1986M07","014","Rosslare","Degrees C","12.1"
"MTM02C2","Average Minimum Temperature","198607","1986M07","015","Shannon airport","Degrees C","12.8"
"MTM02C2","Average Minimum Temperature","198608","1986M08","001","Belmullet","Degrees C","8.7"
"MTM02C2","Average Minimum Temperature","198608","1986M08","002","Birr","Degrees C","8.4"
"MTM02C2","Average Minimum Temperature","198608","1986M08","003","Valentia Observatory","Degrees C","9.5"
"MTM02C2","Average Minimum Temperature","198608","1986M08","004","Casement","Degrees C","8.1"
"MTM02C2","Average Minimum Temperature","198608","1986M08","005","Claremorris","Degrees C","7.4"
"MTM02C2","Average Minimum Temperature","198608","1986M08","006","Clones","Degrees C","8.2"
"MTM02C2","Average Minimum Temperature","198608","1986M08","007","Cork airport","Degrees C","9"
"MTM02C2","Average Minimum Temperature","198608","1986M08","008","Dublin airport","Degrees C","8.8"
"MTM02C2","Average Minimum Temperature","198608","1986M08","009","Galway","Degrees C","9"
"MTM02C2","Average Minimum Temperature","198608","1986M08","010","Kilkenny","Degrees C","8.2"
"MTM02C2","Average Minimum Temperature","198608","1986M08","011","Malin head","Degrees C","10.4"
"MTM02C2","Average Minimum Temperature","198608","1986M08","012","Mullingar","Degrees C","7.7"
"MTM02C2","Average Minimum Temperature","198608","1986M08","013","Roches Point","Degrees C","10"
"MTM02C2","Average Minimum Temperature","198608","1986M08","014","Rosslare","Degrees C","10.6"
