"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM02C1","Average Maximum Temperature","195909","1959M09","010","Kilkenny","Degrees C","20.5"
"MTM02C1","Average Maximum Temperature","195909","1959M09","011","Malin head","Degrees C","17.6"
"MTM02C1","Average Maximum Temperature","195909","1959M09","012","Mullingar","Degrees C","19.5"
"MTM02C1","Average Maximum Temperature","195909","1959M09","013","Roches Point","Degrees C","19.2"
"MTM02C1","Average Maximum Temperature","195909","1959M09","014","Rosslare","Degrees C","18.3"
"MTM02C1","Average Maximum Temperature","195909","1959M09","015","Shannon airport","Degrees C","20.4"
"MTM02C1","Average Maximum Temperature","195910","1959M10","001","Belmullet","Degrees C","15.3"
"MTM02C1","Average Maximum Temperature","195910","1959M10","002","Birr","Degrees C","15.9"
"MTM02C1","Average Maximum Temperature","195910","1959M10","003","Valentia Observatory","Degrees C","16.5"
"MTM02C1","Average Maximum Temperature","195910","1959M10","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","195910","1959M10","005","Claremorris","Degrees C","15"
"MTM02C1","Average Maximum Temperature","195910","1959M10","006","Clones","Degrees C","15"
"MTM02C1","Average Maximum Temperature","195910","1959M10","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","195910","1959M10","008","Dublin airport","Degrees C","15"
"MTM02C1","Average Maximum Temperature","195910","1959M10","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","195910","1959M10","010","Kilkenny","Degrees C","16"
"MTM02C1","Average Maximum Temperature","195910","1959M10","011","Malin head","Degrees C","15.5"
"MTM02C1","Average Maximum Temperature","195910","1959M10","012","Mullingar","Degrees C","15.6"
"MTM02C1","Average Maximum Temperature","195910","1959M10","013","Roches Point","Degrees C","16.1"
"MTM02C1","Average Maximum Temperature","195910","1959M10","014","Rosslare","Degrees C","16"
"MTM02C1","Average Maximum Temperature","195910","1959M10","015","Shannon airport","Degrees C","16.1"
"MTM02C1","Average Maximum Temperature","195911","1959M11","001","Belmullet","Degrees C","10.7"
"MTM02C1","Average Maximum Temperature","195911","1959M11","002","Birr","Degrees C","10.2"
"MTM02C1","Average Maximum Temperature","195911","1959M11","003","Valentia Observatory","Degrees C","11.6"
"MTM02C1","Average Maximum Temperature","195911","1959M11","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","195911","1959M11","005","Claremorris","Degrees C","9.6"
"MTM02C1","Average Maximum Temperature","195911","1959M11","006","Clones","Degrees C","9.4"
"MTM02C1","Average Maximum Temperature","195911","1959M11","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","195911","1959M11","008","Dublin airport","Degrees C","10.2"
"MTM02C1","Average Maximum Temperature","195911","1959M11","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","195911","1959M11","010","Kilkenny","Degrees C","10"
"MTM02C1","Average Maximum Temperature","195911","1959M11","011","Malin head","Degrees C","10.2"
"MTM02C1","Average Maximum Temperature","195911","1959M11","012","Mullingar","Degrees C","9.7"
"MTM02C1","Average Maximum Temperature","195911","1959M11","013","Roches Point","Degrees C","11.1"
"MTM02C1","Average Maximum Temperature","195911","1959M11","014","Rosslare","Degrees C","11.2"
"MTM02C1","Average Maximum Temperature","195911","1959M11","015","Shannon airport","Degrees C","10.8"
"MTM02C1","Average Maximum Temperature","195912","1959M12","001","Belmullet","Degrees C","9.4"
"MTM02C1","Average Maximum Temperature","195912","1959M12","002","Birr","Degrees C","8.9"
"MTM02C1","Average Maximum Temperature","195912","1959M12","003","Valentia Observatory","Degrees C","10.4"
"MTM02C1","Average Maximum Temperature","195912","1959M12","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","195912","1959M12","005","Claremorris","Degrees C","8.2"
"MTM02C1","Average Maximum Temperature","195912","1959M12","006","Clones","Degrees C","8.1"
"MTM02C1","Average Maximum Temperature","195912","1959M12","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","195912","1959M12","008","Dublin airport","Degrees C","8.8"
"MTM02C1","Average Maximum Temperature","195912","1959M12","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","195912","1959M12","010","Kilkenny","Degrees C","9.1"
"MTM02C1","Average Maximum Temperature","195912","1959M12","011","Malin head","Degrees C","8.8"
"MTM02C1","Average Maximum Temperature","195912","1959M12","012","Mullingar","Degrees C","8.1"
"MTM02C1","Average Maximum Temperature","195912","1959M12","013","Roches Point","Degrees C","10"
"MTM02C1","Average Maximum Temperature","195912","1959M12","014","Rosslare","Degrees C","9.9"
"MTM02C1","Average Maximum Temperature","195912","1959M12","015","Shannon airport","Degrees C","9.3"
"MTM02C1","Average Maximum Temperature","196001","1960M01","001","Belmullet","Degrees C","8.3"
"MTM02C1","Average Maximum Temperature","196001","1960M01","002","Birr","Degrees C","7.6"
"MTM02C1","Average Maximum Temperature","196001","1960M01","003","Valentia Observatory","Degrees C","9.6"
"MTM02C1","Average Maximum Temperature","196001","1960M01","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","196001","1960M01","005","Claremorris","Degrees C","7.1"
"MTM02C1","Average Maximum Temperature","196001","1960M01","006","Clones","Degrees C","6.9"
"MTM02C1","Average Maximum Temperature","196001","1960M01","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","196001","1960M01","008","Dublin airport","Degrees C","7.8"
"MTM02C1","Average Maximum Temperature","196001","1960M01","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","196001","1960M01","010","Kilkenny","Degrees C","7.6"
"MTM02C1","Average Maximum Temperature","196001","1960M01","011","Malin head","Degrees C","8.1"
"MTM02C1","Average Maximum Temperature","196001","1960M01","012","Mullingar","Degrees C","6.9"
"MTM02C1","Average Maximum Temperature","196001","1960M01","013","Roches Point","Degrees C","8.7"
"MTM02C1","Average Maximum Temperature","196001","1960M01","014","Rosslare","Degrees C","8.4"
"MTM02C1","Average Maximum Temperature","196001","1960M01","015","Shannon airport","Degrees C","8.1"
"MTM02C1","Average Maximum Temperature","196002","1960M02","001","Belmullet","Degrees C","7.9"
"MTM02C1","Average Maximum Temperature","196002","1960M02","002","Birr","Degrees C","7.3"
"MTM02C1","Average Maximum Temperature","196002","1960M02","003","Valentia Observatory","Degrees C","9"
"MTM02C1","Average Maximum Temperature","196002","1960M02","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","196002","1960M02","005","Claremorris","Degrees C","7.1"
"MTM02C1","Average Maximum Temperature","196002","1960M02","006","Clones","Degrees C","6.8"
"MTM02C1","Average Maximum Temperature","196002","1960M02","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","196002","1960M02","008","Dublin airport","Degrees C","7.1"
"MTM02C1","Average Maximum Temperature","196002","1960M02","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","196002","1960M02","010","Kilkenny","Degrees C","7.7"
"MTM02C1","Average Maximum Temperature","196002","1960M02","011","Malin head","Degrees C","7.3"
"MTM02C1","Average Maximum Temperature","196002","1960M02","012","Mullingar","Degrees C","7.1"
"MTM02C1","Average Maximum Temperature","196002","1960M02","013","Roches Point","Degrees C","8"
"MTM02C1","Average Maximum Temperature","196002","1960M02","014","Rosslare","Degrees C","7.9"
"MTM02C1","Average Maximum Temperature","196002","1960M02","015","Shannon airport","Degrees C","8"
"MTM02C1","Average Maximum Temperature","196003","1960M03","001","Belmullet","Degrees C","10.6"
"MTM02C1","Average Maximum Temperature","196003","1960M03","002","Birr","Degrees C","10.2"
"MTM02C1","Average Maximum Temperature","196003","1960M03","003","Valentia Observatory","Degrees C","11.9"
"MTM02C1","Average Maximum Temperature","196003","1960M03","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","196003","1960M03","005","Claremorris","Degrees C","10.1"
"MTM02C1","Average Maximum Temperature","196003","1960M03","006","Clones","Degrees C","9.2"
"MTM02C1","Average Maximum Temperature","196003","1960M03","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","196003","1960M03","008","Dublin airport","Degrees C","8.7"
"MTM02C1","Average Maximum Temperature","196003","1960M03","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","196003","1960M03","010","Kilkenny","Degrees C","10"
"MTM02C1","Average Maximum Temperature","196003","1960M03","011","Malin head","Degrees C","8.8"
"MTM02C1","Average Maximum Temperature","196003","1960M03","012","Mullingar","Degrees C","9.3"
"MTM02C1","Average Maximum Temperature","196003","1960M03","013","Roches Point","Degrees C","10.1"
"MTM02C1","Average Maximum Temperature","196003","1960M03","014","Rosslare","Degrees C","9.3"
"MTM02C1","Average Maximum Temperature","196003","1960M03","015","Shannon airport","Degrees C","11"
"MTM02C1","Average Maximum Temperature","196004","1960M04","001","Belmullet","Degrees C","12.6"
"MTM02C1","Average Maximum Temperature","196004","1960M04","002","Birr","Degrees C","13.6"
"MTM02C1","Average Maximum Temperature","196004","1960M04","003","Valentia Observatory","Degrees C","13.3"
"MTM02C1","Average Maximum Temperature","196004","1960M04","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","196004","1960M04","005","Claremorris","Degrees C","13"
"MTM02C1","Average Maximum Temperature","196004","1960M04","006","Clones","Degrees C","13.1"
"MTM02C1","Average Maximum Temperature","196004","1960M04","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","196004","1960M04","008","Dublin airport","Degrees C","12.6"
"MTM02C1","Average Maximum Temperature","196004","1960M04","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","196004","1960M04","010","Kilkenny","Degrees C","13.7"
"MTM02C1","Average Maximum Temperature","196004","1960M04","011","Malin head","Degrees C","11.7"
"MTM02C1","Average Maximum Temperature","196004","1960M04","012","Mullingar","Degrees C","13.4"
"MTM02C1","Average Maximum Temperature","196004","1960M04","013","Roches Point","Degrees C","12.8"
"MTM02C1","Average Maximum Temperature","196004","1960M04","014","Rosslare","Degrees C","11.9"
"MTM02C1","Average Maximum Temperature","196004","1960M04","015","Shannon airport","Degrees C","13.8"
"MTM02C1","Average Maximum Temperature","196005","1960M05","001","Belmullet","Degrees C","15.4"
"MTM02C1","Average Maximum Temperature","196005","1960M05","002","Birr","Degrees C","17"
"MTM02C1","Average Maximum Temperature","196005","1960M05","003","Valentia Observatory","Degrees C","16.2"
"MTM02C1","Average Maximum Temperature","196005","1960M05","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","196005","1960M05","005","Claremorris","Degrees C","16.5"
"MTM02C1","Average Maximum Temperature","196005","1960M05","006","Clones","Degrees C","16.9"
"MTM02C1","Average Maximum Temperature","196005","1960M05","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","196005","1960M05","008","Dublin airport","Degrees C","15.7"
"MTM02C1","Average Maximum Temperature","196005","1960M05","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","196005","1960M05","010","Kilkenny","Degrees C","17"
"MTM02C1","Average Maximum Temperature","196005","1960M05","011","Malin head","Degrees C","14.9"
"MTM02C1","Average Maximum Temperature","196005","1960M05","012","Mullingar","Degrees C","17"
"MTM02C1","Average Maximum Temperature","196005","1960M05","013","Roches Point","Degrees C","15.2"
"MTM02C1","Average Maximum Temperature","196005","1960M05","014","Rosslare","Degrees C","14.6"
"MTM02C1","Average Maximum Temperature","196005","1960M05","015","Shannon airport","Degrees C","17.2"
"MTM02C1","Average Maximum Temperature","196006","1960M06","001","Belmullet","Degrees C","16.9"
"MTM02C1","Average Maximum Temperature","196006","1960M06","002","Birr","Degrees C","19.6"
"MTM02C1","Average Maximum Temperature","196006","1960M06","003","Valentia Observatory","Degrees C","18"
"MTM02C1","Average Maximum Temperature","196006","1960M06","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","196006","1960M06","005","Claremorris","Degrees C","18.2"
"MTM02C1","Average Maximum Temperature","196006","1960M06","006","Clones","Degrees C","18.9"
"MTM02C1","Average Maximum Temperature","196006","1960M06","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","196006","1960M06","008","Dublin airport","Degrees C","18.9"
"MTM02C1","Average Maximum Temperature","196006","1960M06","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","196006","1960M06","010","Kilkenny","Degrees C","19.7"
"MTM02C1","Average Maximum Temperature","196006","1960M06","011","Malin head","Degrees C","16.8"
"MTM02C1","Average Maximum Temperature","196006","1960M06","012","Mullingar","Degrees C","19.7"
"MTM02C1","Average Maximum Temperature","196006","1960M06","013","Roches Point","Degrees C","17.9"
"MTM02C1","Average Maximum Temperature","196006","1960M06","014","Rosslare","Degrees C","16.9"
"MTM02C1","Average Maximum Temperature","196006","1960M06","015","Shannon airport","Degrees C","19.5"
"MTM02C1","Average Maximum Temperature","196007","1960M07","001","Belmullet","Degrees C","17"
"MTM02C1","Average Maximum Temperature","196007","1960M07","002","Birr","Degrees C","17.8"
"MTM02C1","Average Maximum Temperature","196007","1960M07","003","Valentia Observatory","Degrees C","16.8"
"MTM02C1","Average Maximum Temperature","196007","1960M07","004","Casement","Degrees C",""
"MTM02C1","Average Maximum Temperature","196007","1960M07","005","Claremorris","Degrees C","17.2"
"MTM02C1","Average Maximum Temperature","196007","1960M07","006","Clones","Degrees C","17.4"
"MTM02C1","Average Maximum Temperature","196007","1960M07","007","Cork airport","Degrees C",""
"MTM02C1","Average Maximum Temperature","196007","1960M07","008","Dublin airport","Degrees C","18.3"
"MTM02C1","Average Maximum Temperature","196007","1960M07","009","Galway","Degrees C",""
"MTM02C1","Average Maximum Temperature","196007","1960M07","010","Kilkenny","Degrees C","18.5"
"MTM02C1","Average Maximum Temperature","196007","1960M07","011","Malin head","Degrees C","16.8"
"MTM02C1","Average Maximum Temperature","196007","1960M07","012","Mullingar","Degrees C","18.5"
"MTM02C1","Average Maximum Temperature","196007","1960M07","013","Roches Point","Degrees C","17.6"
"MTM02C1","Average Maximum Temperature","196007","1960M07","014","Rosslare","Degrees C","18.2"
